booking_id,hotel_id,hotel_name,country,city,customer_id,customer_name,customer_email,channel,room_type,meal_plan,booking_date,checkin_date,checkout_date,nights,adults,children,revenue,status,is_cancelled
B109248,5,Mediterraneum Marbella Grand,Spain,Marbella,11751,Maria Rossi,maria.rossi11751@example.com,Booking,superior,Breakfast,04/02/2024,20/02/2024,21/02/2024,1,2,0,113.32,Confirmed,False
B109249,16,Mediterraneum Madrid Salamanca,Spain,Madrid,24327,Paula Romero,paula.romero24327@example.com,Booking,Superior,Half Board,2025-03-13,2025-03-29,2025-03-30,1,4,2,177.06,Confirmed,False
B109250,23,Mediterraneum Positano Cliff,Italy,Positano,16699,Laura Sanchez,laura.sanchez16699@example.com,agency,Standard,Half Board,19/09/2023,2023-11-29,30-11-23,1,2,2,129.43,Confirmed,False
B109251,29,Mediterraneum Cagliari Bay,Italy,Cagliari,21867,Paula Martinez,paula.martinez21867@example.com,direct,Standard,All Inclusive,2023-07-18,2023-11-29,1-12-23,2,3,0,428.94,Confirmed,False
B109252,23,Mediterraneum Positano Cliff,Italy,Positano,13323,Dimitris Nikolaou,dimitris.nikolaou13323@example.com,BOOKING,Standard,Room Only,26/04/2025,2025-06-02,06/06/2025,4,2,1,785.5,Cancelled,True
B109253,15,Mediterraneum Madrid Centro,Spain,Madrid,16994,Marco Romero,marco.romero16994@example.com,expedia,Superior,Room Only,1-12-24,27/12/2024,30/12/2024,3,2,0,369.07,Confirmed,False
B109254,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,15203,Luca Sanchez,luca.sanchez15203@example.com,corporate,Family,Half Board,30-7-24,27-11-24,30/11/2024,3,2,1,658.99,Confirmed,False
B109255,27,Mediterraneum Palermo Centro,Italy,Palermo,10198,Marco Romero,marco.romero10198@example.com,Agency,Superior,Half Board,2024-10-02,10/10/2024,13/10/2024,3,3,0,812.15,Confirmed,False
B109256,6,Mediterraneum Malaga Port,Spain,Malaga,16609,Sofia Martinez,sofia.martinez16609@example.com,DIRECT,Family,Breakfast,29/05/2025,12/07/2025,2025-07-22,10,3,0,4574.9,Confirmed,False
B109257,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,17699,Dimitris Garcia,dimitris.garcia17699@example.com,Expedia,Superior,Breakfast,2023-07-26,2023-08-02,2023-08-12,10,2,1,3160.6,Confirmed,False
B109258,23,Mediterraneum Positano Cliff,Italy,Positano,23643,Maria Russo,maria.russo23643@example.com,booking.com,Superior,Breakfast,2023-06-19,2023-06-28,2023-07-01,3,3,1,720.18,Confirmed,False
B109259,7,Mediterraneum Nerja Cliffs,Spain,Nerja,18064,Lucia Sanchez,lucia.sanchez18064@example.com,Booking,Superior,Breakfast,2024-01-27,01/02/2024,04/02/2024,3,2,0,501.21,Confirmed,False
B109260,3,Mediterraneum Menorca Cove,Spain,Mahon,13406,Marco Dimitriou,marco.dimitriou13406@example.com,Corporate,Standard,Breakfast,2023-09-23,2023-11-09,2023-11-12,3,2,0,343.74,Confirmed,False
B109261,1,Mediterraneum Palma Bay,Spain,Palma,19598,Francesco Dimitriou,francesco.dimitriou19598@example.com,expedia,Standard,Breakfast,2023-05-24,06/06/2023,2023-06-09,3,2,0,516.06,Confirmed,False
B109262,22,Mediterraneum San Sebastian,Spain,San Sebastian,24803,Laura Bianchi,laura.bianchi24803@example.com,agency,Family,Breakfast,2025-03-06,2025-04-01,2025-04-02,1,1,0,218.52,NoShow,False
B109263,8,Mediterraneum Roses Bay,Spain,Roses,16789,Francesco Lopez,francesco.lopez16789@example.com,Booking,Suite,Breakfast,2024-06-22,3-8-24,08/08/2024,5,3,0,2845.21,Confirmed,False
B109264,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,19274,Marco Lopez,marco.lopez19274@example.com,booking.com,Standard,Half Board,2025-06-12,2025-09-01,06/09/2025,5,2,0,1148.8,Confirmed,False
B109265,8,Mediterraneum Roses Bay,Spain,Roses,15109,Carlos Papadopoulos,carlos.papadopoulos15109@example.com,Booking,FAMILY,Half Board,22-1-24,2024-01-25,28/01/2024,3,3,0,709.62,Confirmed,False
B109266,3,Mediterraneum Menorca Cove,Spain,Mahon,16927,Isabella Martinez,isabella.martinez16927@example.com,BOOKING,Family,All Inclusive,2024-01-23,2024-02-20,2024-02-23,3,4,0,667.97,Confirmed,False
B109267,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,14648,Dimitris Dimitriou,dimitris.dimitriou14648@example.com,booking.com,Standard,Half Board,2025-02-10,21-2-25,2025-02-22,1,1,2,111.15,Confirmed,False
B109268,9,Mediterraneum Cadaques Art,Spain,Cadaques,17044,Francesco Dimitriou,francesco.dimitriou17044@example.com,booking.com,Standard,Breakfast,2025-07-21,2025-08-02,09/08/2025,7,4,0,1565.32,Confirmed,True
B109269,25,Mediterraneum Ravello View,Italy,Ravello,18026,Dimitris Sanchez,dimitris.sanchez18026@example.com,Agency,Superior,Room Only,02/10/2023,04/10/2023,2023-10-06,2,2,1,482.73,Confirmed,False
B109270,21,Mediterraneum Bilbao Ria,Spain,Bilbao,10776,Laura Lopez,laura.lopez10776@example.com,Direct,Standard,Room Only,2024-12-16,2024-12-19,2024-12-20,1,2,0,77.62,Confirmed,False
B109271,7,Mediterraneum Nerja Cliffs,Spain,Nerja,19746,Carlos Bianchi,carlos.bianchi19746@example.com,Booking,Standard,Half Board,2023-02-27,2023-03-13,14-3-23,1,2,0,136.95,Confirmed,False
B109272,4,Mediterraneum Formentera,Spain,Formentera,15975,Giulia Russo,giulia.russo15975@example.com,Booking,Superior,Half Board,11/04/2023,2023-08-16,23/08/2023,7,3,0,3124.37,Confirmed,False
B109273,14,Mediterraneum Fuerteventura,Spain,Corralejo,14356,Jose Sanchez,jose.sanchez14356@example.com,direct,Standard,Breakfast,2023-10-15,2023-11-04,7-11-23,3,2,1,357.94,Cancelled,True
B109274,33,Mediterraneum Firenze Arno,Italy,Firenze,13109,Paula Martinez,paula.martinez13109@example.com,Booking,Standard,Half Board,2025-05-08,2025-06-01,4-6-25,3,2,0,750.71,Confirmed,False
B109275,12,Mediterraneum Gran Canaria,Spain,Maspalomas,21606,Jose Ferrari,jose.ferrari21606@example.com,expedia,Standard,Breakfast,2024-01-12,2024-01-21,24/01/2024,3,4,1,351.99,Confirmed,False
B109276,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,14141,Nikos Lopez,nikos.lopez14141@example.com,Expedia,Standard,Breakfast,2024-09-16,2024-09-28,2024-10-02,4,3,2,725.87,Confirmed,False
B109277,40,Mediterraneum Atenas Acropolis,Greece,Atenas,16932,Luca Lopez,luca.lopez16932@example.com,Corporate,Suite,Room Only,20-3-24,2024-04-16,2024-04-17,1,2,0,358.87,Confirmed,False
B109278,29,Mediterraneum Cagliari Bay,Italy,Cagliari,24138,Paula Garcia,paula.garcia24138@example.com,Corporate,Suite,Breakfast,10/05/2024,2024-06-09,13/06/2024,4,1,1,2159.32,Cancelled,True
B109279,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,11143,Francesco Garcia,,expedia,Superior,Half Board,27/07/2025,2025-10-15,2025-10-18,3,2,0,590.16,Cancelled,True
B109280,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,20252,Lucia Ferrari,lucia.ferrari20252@example.com,Expedia,STANDARD,Breakfast,09/08/2024,2024-10-25,2024-10-28,3,1,1,505.66,Confirmed,False
B109281,13,Mediterraneum Lanzarote,Spain,Playa Blanca,24227,Paula Rossi,paula.rossi24227@example.com,agency,Suite,Breakfast,07/06/2024,2024-08-01,15-8-24,14,1,0,6178.38,Confirmed,False
B109282,15,Mediterraneum Madrid Centro,Spain,Madrid,20627,Isabella Martinez,isabella.martinez20627@example.com,expedia,FAMILY,Breakfast,2024-01-27,2024-04-22,2024-04-23,1,2,0,255.57,Confirmed,False
B109283,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,11648,Luca Ferrari,luca.ferrari11648@example.com,Corporate,Standard,Breakfast,27-1-24,26/03/2024,27-3-24,1,2,1,135.51,NoShow,False
B109284,36,Mediterraneum Mykonos Beach,Greece,Mykonos,12476,Jose Sanchez,jose.sanchez12476@example.com,Agency,Standard,All Inclusive,2025-03-16,01/04/2025,2025-04-03,2,2,0,324.46,Confirmed,False
B109285,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,18499,Dimitris Bianchi,dimitris.bianchi18499@example.com,Direct,Standard,Room Only,2025-01-18,2025-02-13,2025-02-15,2,2,0,208.27,Confirmed,False
B109286,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,19220,Pablo Sanchez,pablo.sanchez19220@example.com,direct,Family,Breakfast,05/01/2023,2023-01-27,2023-01-28,1,4,0,167.17,Confirmed,False
B109287,9,Mediterraneum Cadaques Art,Spain,Cadaques,23955,Lucia Rossi,lucia.rossi23955@example.com,booking.com,Standard,All Inclusive,19-3-25,18/06/2025,2025-06-25,7,3,1,1702.0,Confirmed,False
B109288,15,Mediterraneum Madrid Centro,Spain,Madrid,13666,Ana Russo,ana.russo13666@example.com,direct,Standard,Half Board,2023-11-01,2023-11-03,06/11/2023,3,4,0,391.89,Cancelled,True
B109289,35,Mediterraneum Santorini Caldera,Greece,Santorini,22932,Carlos Garcia,carlos.garcia22932@example.com,Booking,Superior,All Inclusive,2025-04-16,2025-04-30,2025-05-03,3,4,0,688.08,Confirmed,False
B109290,32,Mediterraneum Venezia Grand,Italy,Venezia,17404,Sofia Bianchi,sofia.bianchi17404@example.com,booking.com,Standard,Breakfast,09/01/2025,23/02/2025,2025-02-24,1,2,0,137.37,Confirmed,False
B109291,30,Mediterraneum Roma Trastevere,Italy,Roma,14888,Laura Sanchez,,Corporate,Standard,All Inclusive,2023-05-20,02/06/2023,2023-06-05,3,3,2,740.69,Confirmed,False
B109292,8,Mediterraneum Roses Bay,Spain,Roses,20197,Isabella Ferrari,isabella.ferrari20197@example.com,Direct,STANDARD,Half Board,2023-09-16,26-9-23,2023-09-30,4,3,0,824.36,Confirmed,False
B109293,8,Mediterraneum Roses Bay,Spain,Roses,15193,Eleni Russo,eleni.russo15193@example.com,Agency,Standard,Breakfast,2023-03-07,05/05/2023,06/05/2023,1,1,1,123.74,Confirmed,False
B109294,22,Mediterraneum San Sebastian,Spain,San Sebastian,13311,Francesco Bianchi,francesco.bianchi13311@example.com,Agency,Superior,Breakfast,4-12-24,2025-02-06,2025-02-07,1,4,0,127.81,Cancelled,True
B109295,8,Mediterraneum Roses Bay,Spain,Roses,18234,Ana Bianchi,ana.bianchi18234@example.com,direct,Standard,Half Board,2024-08-15,8-9-24,2024-09-13,5,2,2,923.43,Cancelled,True
B109296,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,11247,Maria Bianchi,maria.bianchi11247@example.com,Direct,Family,Breakfast,2023-04-09,2023-04-23,25-4-23,2,2,0,430.03,Confirmed,False
B109297,4,Mediterraneum Formentera,Spain,Formentera,16720,Pablo Russo,pablo.russo16720@example.com,expedia,Standard,,2024-08-28,30-9-24,07/10/2024,7,2,2,1281.97,Confirmed,True
B109298,38,Mediterraneum Creta Chania,Greece,Chania,16031,Pablo Garcia,pablo.garcia16031@example.com,booking.com,Family,All Inclusive,29/01/2025,2025-04-23,2025-04-24,1,4,0,329.26,Confirmed,False
B109299,36,Mediterraneum Mykonos Beach,Greece,Mykonos,18103,Antonio Bianchi,antonio.bianchi18103@example.com,Expedia,Superior,Room Only,2023-10-30,2023-11-10,12/11/2023,2,2,0,301.65,Confirmed,False
B109300,34,Mediterraneum Milano Duomo,Italy,Milano,14079,Giulia Martinez,giulia.martinez14079@example.com,Expedia,Standard,Room Only,2025-04-29,20/06/2025,24-6-25,4,2,0,825.63,Confirmed,False
B109301,5,Mediterraneum Marbella Grand,Spain,Marbella,18267,Carlos Papadopoulos,carlos.papadopoulos18267@example.com,Expedia,Standard,Half Board,8-1-24,18/01/2024,2024-01-21,3,3,2,432.54,Confirmed,False
B109302,40,Mediterraneum Atenas Acropolis,Greece,Atenas,16852,Andreas Russo,andreas.russo16852@example.com,Booking,Standard,Breakfast,19-10-25,16/12/2025,2025-12-18,2,3,2,263.64,Confirmed,False
B109303,4,Mediterraneum Formentera,Spain,Formentera,20870,Paula Ferrari,paula.ferrari20870@example.com,Booking,Suite,Breakfast,2023-04-07,2023-04-12,2023-04-15,3,1,0,833.94,Confirmed,False
B109304,40,Mediterraneum Atenas Acropolis,Greece,Atenas,21602,Giulia Dimitriou,giulia.dimitriou21602@example.com,Booking,Suite,Room Only,2023-11-25,20-1-24,2024-01-23,3,2,0,640.47,Confirmed,False
B109305,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,10435,Paula Nikolaou,paula.nikolaou10435@example.com,Direct,Standard,All Inclusive,2024-06-25,2024-08-13,2024-08-27,14,3,0,5399.75,Confirmed,False
B109306,33,Mediterraneum Firenze Arno,Italy,Firenze,15853,Luca Martinez,luca.martinez15853@example.com,Booking,Family,Breakfast,2025-07-24,10/09/2025,2025-09-15,5,2,2,2106.25,Confirmed,False
B109307,16,Mediterraneum Madrid Salamanca,Spain,Madrid,24486,Luca Romero,luca.romero24486@example.com,Corporate,Family,Breakfast,28-8-24,05/09/2024,10-9-24,5,4,1,1300.82,Confirmed,False
B109308,22,Mediterraneum San Sebastian,Spain,San Sebastian,17928,Eleni Nikolaou,eleni.nikolaou17928@example.com,Corporate,Superior,Breakfast,2024-04-06,20/04/2024,2024-04-23,3,3,0,499.25,Confirmed,False
B109309,7,Mediterraneum Nerja Cliffs,Spain,Nerja,21779,Antonio Martinez,antonio.martinez21779@example.com,DIRECT,Standard,Breakfast,2023-07-07,28/07/2023,2023-08-04,7,2,0,1591.65,Confirmed,False
B109310,9,Mediterraneum Cadaques Art,Spain,Cadaques,17342,Ana Russo,ana.russo17342@example.com,agency,Superior,Room Only,16-10-24,2024-11-17,2024-11-18,1,1,0,103.94,Confirmed,False
B109311,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,18357,Andreas Lopez,andreas.lopez18357@example.com,booking.com,Family,All Inclusive,11/09/2024,2024-09-18,2024-09-21,3,2,0,1053.83,Confirmed,False
B109312,40,Mediterraneum Atenas Acropolis,Greece,Atenas,13046,Ana Garcia,ana.garcia13046@example.com,direct,Superior,Half Board,28/01/2025,08/02/2025,2025-02-10,2,2,2,396.82,Confirmed,False
B109313,24,Mediterraneum Amalfi Duomo,Italy,Amalfi,22736,Jose Nikolaou,jose.nikolaou22736@example.com,Booking,Stndard,Half Board,2025-04-28,2025-07-22,2025-07-29,7,4,0,2890.84,Confirmed,False
B109314,20,Mediterraneum Sevilla Giralda,Spain,Sevilla,14649,Ana Garcia,ana.garcia14649@example.com,BOOKING,Standard,Room Only,2024-12-14,2025-03-14,18/03/2025,4,2,1,435.96,Confirmed,False
B109315,34,Mediterraneum Milano Duomo,Italy,Milano,21857,Jose Ferrari,jose.ferrari21857@example.com,Booking,Standard,Room Only,2023-09-27,2023-10-09,13-10-23,4,2,0,626.85,Confirmed,False
B109316,31,Mediterraneum Roma Veneto,Italy,Roma,21823,Eleni Dimitriou,eleni.dimitriou21823@example.com,direct,Suite,Half Board,02/01/2024,2024-02-06,2024-02-08,2,2,1,689.11,NoShow,False
B109317,32,Mediterraneum Venezia Grand,Italy,Venezia,21411,Andreas Papadopoulos,andreas.papadopoulos21411@example.com,Booking,Standard,Half Board,08/09/2024,2024-10-06,2024-10-09,3,4,0,517.94,Confirmed,False
B109318,31,Mediterraneum Roma Veneto,Italy,Roma,11264,Antonio Nikolaou,antonio.nikolaou11264@example.com,expedia,Standard,Half Board,2023-07-23,2023-08-15,2023-08-29,14,2,0,3976.85,Confirmed,False
B109319,16,Mediterraneum Madrid Salamanca,Spain,Madrid,24516,Lucia Garcia,lucia.garcia24516@example.com,Direct,Standard,Breakfast,2025-06-27,17/07/2025,24-7-25,7,1,0,1522.11,Confirmed,False
B109320,25,Mediterraneum Ravello View,Italy,Ravello,10848,Eleni Garcia,eleni.garcia10848@example.com,Corporate,Family,Half Board,2024-10-29,2025-02-20,2025-02-22,2,2,1,550.32,Confirmed,False
B109321,35,Mediterraneum Santorini Caldera,Greece,Santorini,15398,Laura Papadopoulos,laura.papadopoulos15398@example.com,booking.com,STANDARD,Half Board,2024-06-02,2024-06-19,2024-06-24,11,2,0,781.37,Confirmed,False
B109322,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,21682,Carlos Martinez,,booking.com,Standard,Half Board,23/01/2024,2024-02-02,2024-02-04,2,1,0,242.21,Confirmed,False
B109323,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,19872,Dimitris Nikolaou,dimitris.nikolaou19872@example.com,Corporate,Standard,Breakfast,2024-05-17,24/05/2024,2024-05-25,1,2,1,125.26,Confirmed,False
B109324,29,Mediterraneum Cagliari Bay,Italy,Cagliari,10374,Paula Bianchi,paula.bianchi10374@example.com,Agency,Standard,Breakfast,31/01/2023,12/03/2023,14/03/2023,7,2,2,243.6,Confirmed,False
B109325,25,Mediterraneum Ravello View,Italy,Ravello,20704,Maria Papadopoulos,maria.papadopoulos20704@example.com,agency,Suite,Half Board,2024-03-06,2024-03-30,2024-04-01,2,1,0,673.91,Confirmed,False
B109326,36,Mediterraneum Mykonos Beach,Greece,Mykonos,12415,Luca Papadopoulos,luca.papadopoulos12415@example.com,Booking,Standard,Room Only,22/07/2023,1-9-23,2023-09-05,4,3,0,587.16,Confirmed,False
B109327,2,Mediterraneum Ibiza Sunset,Spain,Ibiza,12189,Marco Sanchez,marco.sanchez12189@example.com,Booking,Suite,Half Board,2023-10-02,19-10-23,21/10/2023,2,1,0,731.21,Confirmed,False
B109328,32,Mediterraneum Venezia Grand,Italy,Venezia,11414,Elena Romero,elena.romero11414@example.com,BOOKING,STANDARD,Breakfast,2025-04-19,2025-05-04,06/05/2025,2,2,0,314.76,Cancelled,True
B109329,19,Mediterraneum Valencia Ciutat,Spain,Valencia,11062,Eleni Garcia,eleni.garcia11062@example.com,booking.com,Standard,Breakfast,2023-07-16,2023-08-21,2023-08-28,7,1,0,1531.16,Confirmed,False
B109330,33,Mediterraneum Firenze Arno,Italy,Firenze,17941,Francesco Rossi,francesco.rossi17941@example.com,agency,Standard,Breakfast,2024-03-14,2024-04-20,2024-04-21,1,2,0,190.99,Confirmed,False
B109331,7,Mediterraneum Nerja Cliffs,Spain,Nerja,23053,Francesco Martinez,francesco.martinez23053@example.com,Corporate,STANDARD,Room Only,2024-05-22,2024-05-31,2024-06-04,4,2,0,594.05,Confirmed,False
B109332,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,20331,Laura Russo,laura.russo20331@example.com,agency,superior,Breakfast,2025-08-16,2025-08-20,2025-09-03,14,2,2,3881.34,Confirmed,False
B109333,12,Mediterraneum Gran Canaria,Spain,Maspalomas,13154,Giulia Papadopoulos,giulia.papadopoulos13154@example.com,booking.com,Standard,Room Only,10/03/2023,27/03/2023,30/03/2023,3,2,0,242.76,Cancelled,True
B109334,4,Mediterraneum Formentera,Spain,Formentera,20915,Pablo Martinez,pablo.martinez20915@example.com,Corporate,Standard,All Inclusive,2023-01-22,16/03/2023,2023-03-18,2,1,0,375.59,Confirmed,False
B109335,7,Mediterraneum Nerja Cliffs,Spain,Nerja,23315,Giulia Romero,giulia.romero23315@example.com,Direct,Superior,Breakfast,24-9-25,4-10-25,6-10-25,2,3,0,472.12,Confirmed,False
B109336,22,Mediterraneum San Sebastian,Spain,San Sebastian,16781,Antonio Russo,antonio.russo16781@example.com,Agency,Standard,Room Only,21/01/2025,2025-02-17,19/02/2025,2,2,1,167.64,Confirmed,False
B109337,3,Mediterraneum Menorca Cove,Spain,Mahon,12037,Eleni Nikolaou,eleni.nikolaou12037@example.com,Booking,Family,Half Board,2023-12-26,31-1-24,2024-02-01,1,2,0,180.25,Confirmed,False
B109338,18,Mediterraneum Barcelona Diagonal,Spain,Barcelona,11444,Antonio Papadopoulos,antonio.papadopoulos11444@example.com,Direct,Family,Half Board,2024-03-13,2024-04-20,22/04/2024,2,2,0,480.24,Confirmed,False
B109339,29,Mediterraneum Cagliari Bay,Italy,Cagliari,15358,Ana Garcia,ana.garcia15358@example.com,corporate,Standard,Breakfast,2024-12-28,2025-01-02,2025-01-04,2,4,1,233.76,Cancelled,True
B109340,38,Mediterraneum Creta Chania,Greece,Chania,21796,Marco Papadopoulos,marco.papadopoulos21796@example.com,Corporate,Superior,Breakfast,2023-05-20,2023-12-10,2023-12-14,4,3,1,629.1,Confirmed,False
B109341,21,Mediterraneum Bilbao Ria,Spain,Bilbao,10095,Paula Dimitriou,paula.dimitriou10095@example.com,agency,Family,Half Board,2024-11-29,2025-02-08,2025-02-09,15,3,1,201.57,Cancelled,True
B109342,27,Mediterraneum Palermo Centro,Italy,Palermo,14640,Sofia Ferrari,sofia.ferrari14640@example.com,Booking,Suite,Breakfast,16/04/2025,05/06/2025,2025-06-08,3,2,0,1551.42,Cancelled,True
B109343,8,Mediterraneum Roses Bay,Spain,Roses,12340,Laura Russo,laura.russo12340@example.com,DIRECT,Standard,Breakfast,2025-09-22,30/10/2025,01/11/2025,2,3,1,257.54,Cancelled,True
B109344,4,Mediterraneum Formentera,Spain,Formentera,24822,Giulia Dimitriou,giulia.dimitriou24822@example.com,Corporate,Superior,All Inclusive,22/11/2023,2023-12-13,2023-12-14,14,2,0,203.19,Confirmed,False
B109345,11,Mediterraneum Tenerife Sur,Spain,Playa de las Americas,18485,Andreas Dimitriou,andreas.dimitriou18485@example.com,booking.com,Superior,Breakfast,28/03/2023,11/07/2023,2023-07-21,10,2,0,3662.78,Confirmed,False
B109346,21,Mediterraneum Bilbao Ria,Spain,Bilbao,10769,Elena Sanchez,elena.sanchez10769@example.com,booking.com,Superior,Breakfast,13/10/2024,9-11-24,2024-11-11,2,2,0,323.23,Confirmed,False
B109347,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,14508,Nikos Bianchi,nikos.bianchi14508@example.com,Booking,Suite,Breakfast,2025-02-10,07/03/2025,2025-03-10,3,2,0,806.57,Confirmed,False
B109348,4,Mediterraneum Formentera,Spain,Formentera,23533,Marco Dimitriou,marco.dimitriou23533@example.com,Agency,Superior,Half Board,2025-06-15,2025-06-19,23/06/2025,4,2,0,1010.7,NoShow,False
B109349,32,Mediterraneum Venezia Grand,Italy,Venezia,11532,Luca Russo,luca.russo11532@example.com,Agency,superior,All Inclusive,2023-08-28,2023-09-04,2023-09-06,2,2,1,747.81,Confirmed,False
B109350,38,Mediterraneum Creta Chania,Greece,Chania,11885,Luca Romero,luca.romero11885@example.com,booking.com,Superior,Room Only,2024-02-18,2024-04-03,04/04/2024,1,2,1,217.01,Cancelled,True
B109351,37,Mediterraneum Creta Heraklion,Greece,Heraklion,24428,Elena Rossi,elena.rossi24428@example.com,direct,Superior,Room Only,02/10/2024,2024-11-25,2024-11-27,2,2,0,268.22,Cancelled,True
B109352,6,Mediterraneum Malaga Port,Spain,Malaga,17484,Ana Bianchi,ana.bianchi17484@example.com,corporate,Suite,Half Board,11/07/2024,2024-09-09,2024-09-16,7,2,0,2956.1,Confirmed,False
B109353,27,Mediterraneum Palermo Centro,Italy,Palermo,14927,Sofia Lopez,sofia.lopez14927@example.com,agency,Standard,Breakfast,2024-05-30,16/06/2024,18-6-24,2,1,0,471.82,Confirmed,False
B109354,14,Mediterraneum Fuerteventura,Spain,Corralejo,19924,Maria Martinez,maria.martinez19924@example.com,Agency,STANDARD,Half Board,2024-06-14,11/08/2024,2024-08-21,10,2,2,2395.48,Cancelled,True
B109355,32,Mediterraneum Venezia Grand,Italy,Venezia,23208,Luca Sanchez,luca.sanchez23208@example.com,corporate,Standard,Breakfast,2023-03-21,2023-04-07,2023-04-10,3,2,0,509.43,Confirmed,False
B109356,26,Mediterraneum Taormina,Italy,Taormina,17709,  Luca Sanchez ,luca.sanchez17709@example.com,Booking,Suite,All Inclusive,2024-08-12,2024-09-17,22/09/2024,5,4,1,3062.95,Confirmed,False
B109357,13,Mediterraneum Lanzarote,Spain,Playa Blanca,15178,Ana Dimitriou,ana.dimitriou15178@example.com,Agency,Superior,Room Only,2023-03-24,2023-03-26,29/03/2023,3,2,0,442.76,Confirmed,False
B109358,38,Mediterraneum Creta Chania,Greece,Chania,15044,Eleni Dimitriou,eleni.dimitriou15044@example.com,agency,Standard,Half Board,06/05/2024,2024-05-15,2024-05-19,4,3,0,837.51,Confirmed,False
B109359,40,Mediterraneum Atenas Acropolis,Greece,Atenas,18970,Francesco Romero,francesco.romero18970@example.com,direct,Superior,Half Board,2024-06-24,11/07/2024,2024-07-14,3,2,2,1004.92,Cancelled,True
B109360,29,Mediterraneum Cagliari Bay,Italy,Cagliari,12468,Francesco Nikolaou,francesco.nikolaou12468@example.com,Booking,Standard,Half Board,2025-01-01,2025-02-16,17-2-25,1,4,0,130.72,Confirmed,False
B109361,31,Mediterraneum Roma Veneto,Italy,Roma,19020,Dimitris Romero,dimitris.romero19020@example.com,direct,Standard,Breakfast,14/05/2025,2025-06-28,2025-07-01,3,2,0,641.15,Confirmed,False
B109362,14,Mediterraneum Fuerteventura,Spain,Corralejo,20743,Paula Garcia,paula.garcia20743@example.com,Booking,Standard,Room Only,11-6-25,13-9-25,2025-09-15,2,2,0,271.03,Confirmed,False
B109363,3,Mediterraneum Menorca Cove,Spain,Mahon,14281,Sofia Bianchi,sofia.bianchi14281@example.com,Corporate,Standard,Breakfast,29-7-25,2026-01-03,2026-01-04,1,2,0,113.96,Confirmed,False
B109364,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,21819,Marco Russo,marco.russo21819@example.com,Expedia,Superior,,4-5-24,25-5-24,2024-05-26,1,3,2,197.21,Confirmed,False
B109365,29,Mediterraneum Cagliari Bay,Italy,Cagliari,20324,Eleni Russo,eleni.russo20324@example.com,expedia,Standard,Breakfast,2023-09-11,2024-03-10,14/03/2024,4,2,2,480.93,Cancelled,True
B109366,8,Mediterraneum Roses Bay,Spain,Roses,18701,Eleni Ferrari,eleni.ferrari18701@example.com,Booking,Standard,Half Board,20/08/2023,2023-09-16,23-9-23,7,3,2,1162.1,Confirmed,False
B109367,39,Mediterraneum Rhodes Old Town,Greece,Rhodes,21599,Carlos Martinez,carlos.martinez21599@example.com,Direct,Suite,Breakfast,2023-06-13,23/06/2023,26/06/2023,3,2,0,1592.96,Cancelled,True
B109368,6,Mediterraneum Malaga Port,Spain,Malaga,11877,Nikos Dimitriou,nikos.dimitriou11877@example.com,direct,Superior,Half Board,30/10/2024,2024-12-16,2024-12-17,1,2,0,182.51,Cancelled,True
B109369,28,Mediterraneum Costa Smeralda,Italy,Porto Cervo,24108,Ana Nikolaou,ana.nikolaou24108@example.com,Booking,Standard,Half Board,31-12-24,20/01/2025,22/01/2025,2,1,1,277.58,Confirmed,False
B109370,17,Mediterraneum Barcelona Gotic,Spain,Barcelona,14007,Pablo Lopez,pablo.lopez14007@example.com,BOOKING,Standard,Room Only,24/04/2023,12/05/2023,14/05/2023,2,4,0,267.06,Cancelled,True
B109371,10,Mediterraneum Tossa,Spain,Tossa de Mar,16430,Elena Dimitriou,elena.dimitriou16430@example.com,booking.com,Standard,Breakfast,2024-05-15,2-7-24,07/07/2024,5,2,0,1321.67,Confirmed,False
B109372,16,Mediterraneum Madrid Salamanca,Spain,Madrid,19357,Marco Martinez,marco.martinez19357@example.com,booking.com,Standard,Room Only,2025-03-21,26-5-25,2025-05-29,3,3,1,3456.6000000000004,Confirmed,False
B109373,1,Mediterraneum Palma Bay,Spain,Palma,15433,Nikos Romero,nikos.romero15433@example.com,Agency,Standard,All Inclusive,2024-06-19,15-8-24,2024-08-20,5,3,0,1443.7,Cancelled,True
